debit_memo,product,ndc,manufacturer,ask_price,received_price,Percentage Returned,Full/partial,Ask Date,Receive Date,Method,Confidence,Pharmacy Name,Status
DEL0623CYJ00597,Combivent Respimat,00597-0024-02,boehringer,361.53,443.51,122.70%,Full,09/10/2023,9/28/2025,NDC,HIGH,Park Drugs Inc,MATCHED
DEL0123CVU00185,metolazone 5mg 100tb bt,00185-0055-01,sandoz,179.03,49.04,27.40%,Full,01/20/2023,03/06/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU00185,metolazone 5mg 100tb bt,00185-0055-01,sandoz,179.03,49.04,27.40%,Full,01/20/2023,03/06/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU00185,metolazone 2.5mg 100tb bt,00185-5050-01,sandoz,157.56,45.37,28.80%,Partial,01/20/2023,03/06/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0821CHK50474,neupro 4mg 30pat irt wcl us,50474-0804-03,ucb inc,627.55,641.24,102.20%,Full,07/01/2020,27-Sep-21,NDC,HIGH,Jefferson Valley Pharmacy,MATCHED
DEL1022CSE57237,duloxetine dr cap 60mg 30ct,57237-0019-30,rising pharma holdings inc,28.65,1.98,6.90%,Full,01/19/2023,12/05/2022,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0118ACX16571,ciprofloxacin ophthalmic 0.3% 5ml,16571-0120-50,rising pharma holdings inc,11.4,4.2,36.80%,Full,09/05/2018,07/19/2018,NDC,HIGH,Avella of Deer Valley; Inc. #38 (Happy V,MATCHED
DEL0118ADC16571,diclofenac sodium oph sol 0.1% 5.0ml,16571-0101-50,rising pharmaceuticals,47.35,13.53,28.60%,Full,10/01/2018,07/18/2018,NDC,HIGH,White Front Pharmacy,MATCHED
DEL0118ADC16571,diclofenac sodium oph sol 0.1% 5.0ml,16571-0101-50,rising pharmaceuticals,47.35,13.53,28.60%,Full,09/04/2018,07/18/2018,NDC,HIGH,West Knoll Pharmacy,MATCHED
DEL0119ASI00456,namenda xr 7mg cap 30,00456-3407-33,allergan,411.93,300.9,73.00%,Full,09/26/2018,02/25/2019,NDC,HIGH,Bright Plaza Pharmacy,MATCHED
DEL0119ASN00456,saphris 2.5mg tab 6x10,00456-2402-60,allergan,915.45,732.36,80.00%,Partial,10/01/2018,02/25/2019,NDC,HIGH,White Front Pharmacy,MATCHED
DEL0120BJM68462,verapamil hcl er tabs 120mg 100s,68462-0292-01,glenmark pharmaceuticals inc.; usa,17.86,6.81,38.10%,Full,09/04/2018,06/24/2020,NDC,HIGH,West Knoll Pharmacy,MATCHED
DEL0120BJM68462,mupirocin cream 2% 30gm,68462-0564-35,glenmark pharmaceuticals inc.; usa,236.67,236.67,100.00%,Full,01/20/2023,06/24/2020,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0120BJS61314,dorzolamide hcl 2% 10ml usa,61314-0019-10,sandoz,32.29,18.83,58.30%,Full,07/01/2020,05/27/2020,NDC,HIGH,Jefferson Valley Pharmacy,MATCHED
DEL0120BJS68462,nystatin-triam 100k unit/0.1% oint 30gm,68462-0799-35,glenmark pharmaceuticals inc.; usa,69.67,7.91,11.40%,Full,09/12/2018,06/24/2020,NDC,HIGH,J & J Pharmacy,MATCHED
DEL0120BJY68462,trospium chloride tablets 20mg 60s,68462-0461-60,glenmark pharmaceuticals inc.; usa,85.87,36.13,42.10%,Full,09/15/2020,08/07/2020,NDC,HIGH,S & K Warbasse Pharmacy,MATCHED
DEL0120BJZ68462,mometasone furoate ointment 0.1% 15gm,68462-0225-17,glenmark pharmaceuticals inc.; usa,6.99,2.77,39.60%,Full,05/08/2020,06/24/2020,NDC,HIGH,Dania Discount Drugs,MATCHED
DEL0120BJZ68462,mometasone furoate ointment 0.1% 45gm,68462-0225-55,glenmark pharmaceuticals inc.; usa,7.55,4.92,65.20%,Full,05/21/2020,06/24/2020,NDC,HIGH,Tru-Valu Drugs,MATCHED
DEL0120BJZ68462,indomethacin caps 50mg 100's,68462-0302-01,glenmark pharmaceuticals inc.; usa,14.98,4.18,27.90%,Full,05/06/2020,06/24/2020,NDC,HIGH,Colonia Pharmacy,MATCHED
DEL0120BKA68462,fluocinonide cream 0.1% 60gm,68462-0505-65,glenmark pharmaceuticals inc.; usa,543.75,341.43,62.80%,Full,05/14/2020,06/24/2020,NDC,HIGH,Central Pharmacy-Owosso; LLC,MATCHED
DEL0120BKY68462,heather norethindrone 0.35mg 84,68462-0304-50,glenmark pharmaceuticals inc.; usa,88.07,11.19,12.70%,Full,09/19/2018,06/24/2020,NDC,HIGH,Glesener Pharmacy,MATCHED
DEL0120BKZ68462,nystatin-triam 100k unit/0.1% cream 15gm,68462-0314-17,glenmark pharmaceuticals inc.; usa,45.15,1.95,4.30%,Full,03/29/2024,08/17/2020,NDC,HIGH,MONTGOMERY PHARMACY INC,MATCHED
DEL0121BYK62175,atorvastatin calcium 40mg 90tab us,62175-0892-46,lannett,55.27,1.35,2.40%,Full,01/18/2023,25-Feb-21,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0121BYL60505,mometasone fur n/spry 50mcg 120 ms usa,60505-0830-01,apotex corp.,184.5,12,6.50%,Full,01/19/2023,04/05/2021,NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0121BYS68462,mometasone furoate cream 0.1% 15gm,68462-0192-17,glenmark pharmaceuticals inc.; usa,16.77,2.89,17.20%,Full,07/17/2024,03/16/2021,NDC,HIGH,Park Drugs Inc,MATCHED
DEL0122CLN00456,viibryd 10mg tab 30,00456-1110-30,allergan,241.29,277.27,114.90%,Partial,09/11/2018,05/02/2022,NDC,HIGH,Abbey Pharmacy Lansing,MATCHED
DEL0122CLN00456,bystolic 20mg tab 30 fli,00456-1420-30,allergan,126.96,18.95,14.90%,Full,01/17/2023,05/02/2022,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0122CLO00186,symbicort ihl 80/4.5mcg/d pmdi,00186-0372-20,astrazeneca,269.47,325.15,120.70%,Full,08/27/2018,02/24/2022,NDC,HIGH,Harbor Pharmacy,MATCHED
DEL0122CLO00186,symbicort ihl 80/4.5mcg/d pmdi,00186-0372-20,astrazeneca,269.47,325.15,120.70%,Full,09/17/2018,02/24/2022,NDC,HIGH,Chino Medical Pharmacy,MATCHED
DEL0122CLZ00310,onglyza tab 5mg (1btlx30) us,00310-6105-30,astrazeneca,420.49,411.45,97.90%,Partial,04/22/2024,02/23/2022,NDC,HIGH,Save Rite Drugs Brandenburg,MATCHED
DEL0122CLZ33342,olanzapine tablets usp 7.5 mg [30s],33342-0069-07,macleods pharma usa. inc,5.7,5.7,100.00%,Full,01/17/2023,01/27/22,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CUX13668,celecoxib capsules 400mg; 60s; us,13668-0310-60,torrent pharma inc.,682.34,7.83,1.10%,Full,01/25/2023,04/24/2023,Direct+NDC,HIGH,SNS Healthcare LLC / Sunlife Pharmacy,MATCHED
DEL0123CUX31722,authorized return,31722-0885-30,camber pharmaceuticals inc,5.48,0.55,10.00%,Full,01/25/2023,04/27/2023,Direct+NDC,HIGH,SNS Healthcare LLC / Sunlife Pharmacy,MATCHED
DEL0123CUX42192,np thyroid oral tablets 15 mg,42192-0327-01,acella pharmaceuticals; llc,37.51,37.51,100.00%,Full,01/25/2023,6/16/2023,Direct+Name,HIGH,SNS Healthcare LLC / Sunlife Pharmacy,MATCHED
DEL0123CUX51224,azithromycin 500mg tablets 30ct bottle,51224-0122-30,tagi pharma; inc.,195.73,286.5,146.40%,Full,03/08/2023,03/07/2023,Direct+NDC,HIGH,Sunlife Pharmacy,MATCHED
DEL0123CUX69292,propranolol tablets 20 mg 100,69292-0532-01,amici pharmaceuticals; llc,61.92,3.45,5.60%,Full,01/25/2023,03/03/2023,Direct+NDC,HIGH,SNS Healthcare LLC / Sunlife Pharmacy,MATCHED
DEL0123CVR00115,fenofibrate 134 mg capsule,00115-0522-02,amneal pharmaceuticals llc,802.23,106.1,13.20%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR00713,credit as agreed,05131-6763-02,cosette pharma inc,61.02,16.45,27.00%,Full,01/17/2023,1/31/2024,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,pramipexoledihcltab0.125mg500s; us,13668-0091-05,torrent pharma inc.,89.72,3.35,3.70%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,esomeprazolemgdrcapsusp20mg; us;30s,13668-0154-30,torrent pharma inc.,18.87,6.5,34.40%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,esomeprazolemgdrcapsusp40mg; us;90s,13668-0155-90,torrent pharma inc.,298.98,18.92,6.30%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,clobetasolpropcreamusp;0.05%;30g;us,13668-0569-02,torrent pharma inc.,281.82,2.4,0.90%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,sildenafiltabletsusp100mg; 100's; us,13668-0188-01,torrent pharma inc.,7.74,7.74,100.00%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR13668,nebivololtabs10mg;90scount; us,13668-0355-90,torrent pharma inc.,413.74,9.65,2.30%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,tizanidine tablets; 2 mg 1000 ct 100p - valid return - credit eligible,29300-0168-10,unichem pharmaceuticals (usa); inc.,737.86,8.34,1.10%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,metronidazole tablets; 500 mg 500 ct 100p - valid return - credit eligible,29300-0227-05,unichem pharmaceuticals (usa); inc.,43.2,24.99,57.80%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,topiramate tablets; 25 mg 1000 ct 100p - valid return - credit eligible,29300-0116-16,unichem pharmaceuticals (usa); inc.,97.12,6.15,6.30%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,topiramate tablets; 25 mg 60 ct 100p - valid return - credit eligible,29300-0115-16,unichem pharmaceuticals (usa); inc.,111,0.52,0.50%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,topiramate tablets; 50 mg 60 ct 100p - valid return - credit eligible,29300-0115-10,unichem pharmaceuticals (usa); inc.,540.41,0.75,0.10%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,quetiapine fumarate tablets 50mg 100ct 100p - valid return - credit eligible,29300-0148-01,unichem pharmaceuticals (usa); inc.,495,2.61,0.50%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,tadalafil tablets; 10 mg 30 ct 100p - valid return - credit eligible,29300-0289-13,unichem pharmaceuticals (usa); inc.,1252.52,6.96,0.60%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,tadalafil tablets; 20 mg 30 ct 100p - valid return - credit eligible,29300-0288-13,unichem pharmaceuticals (usa); inc.,296.98,7.75,2.60%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR29300,amitriptyline hcl tab 50mg - 100t 100p - valid return - credit eligible,29300-0421-01,unichem pharmaceuticals (usa); inc.,127,3.86,3.00%,Full,01/18/2023,05/30/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Oseltamivir Phosphate,31722-0632-31,camber pharmaceuticals inc,95.13,3.02,3.20%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Dimethyl Fumarate,31722-0657-31,camber pharmaceuticals inc,1875.36,3.2,0.20%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Lansoprazole,31722-0571-30,camber pharmaceuticals inc,126.62,0.65,0.50%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Cinacalcet,31722-0105-30,camber pharmaceuticals inc,2339.96,1.91,0.10%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Entecavir,31722-0834-30,camber pharmaceuticals inc,938.08,7.09,0.80%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR31722,Metoprolol Succinate,31722-0589-05,camber pharmaceuticals inc,248.67,3.3,1.30%,Full,01/17/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR42043,sumatriptan tablets usp 25mg 9ct/carton,42043-0220-09,bionpharma inc,552,1.03,0.20%,Partial,01/18/2023,1/31/2024,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR42043,sumatriptan tablets usp 100mg 9ct/crt,42043-0222-09,bionpharma inc,105,1.89,1.80%,Full,01/18/2023,1/31/2024,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR43598,Fluoxetine Hydrochloride,43598-0632-30,dr. reddy's laboratories; inc.,239.02,4.51,1.90%,Full,01/18/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR43598,Finasteride,43598-0303-90,dr. reddy's laboratories; inc.,47.03,2.18,4.60%,Full,01/18/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR47781,estradiol cream tube 0.01% 42.5gm 1ct,47781-1044-44,alvogen,66.31,15.78,23.80%,Full,01/18/2023,07/20/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR47781,rivastigmine patch 13.3mg 30ct,04778-1405-03,alvogen,323.25,42.1,13.00%,Full,01/18/2023,07/20/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR47781,vancomycin caps 250mg 20ct,04778-1730-02,alvogen,460.69,20,4.30%,Full,01/18/2023,07/20/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51224,azithromycin 500mg tablets 3ct blister card,51224-0122-03,tagi pharma; inc.,30.7,79.8,259.90%,Full,03/08/2023,03/07/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51224,azithromycin 250mg tablets 18ct blister card (3x6),51224-0022-18,tagi pharma; inc.,81.84,455.76,556.90%,Full,03/08/2023,03/07/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,nystatin/triamcinolone ointment 15g,51672-1272-01,taro pharmaceuticals u.s.a;inc,85.07,37.93,44.60%,Full,01/18/2023,04/22/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,fluocinonide 0.05% gel 60g,51672-1279-03,taro pharmaceuticals u.s.a;inc,129.43,57.58,44.50%,Full,01/18/2023,04/22/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,clobetasol 0.05% gel 30g,51672-1294-02,taro pharmaceuticals u.s.a;inc,211.23,51.9,24.60%,Full,01/18/2023,04/22/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,bet/dip aug 0.05% crem 50g,51672-1360-01,taro pharmaceuticals u.s.a;inc,123.15,31.73,25.80%,Full,01/18/2023,04/22/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,lidocaine 5% ointment 30g,51672-3020-02,taro pharmaceuticals u.s.a;inc,176.65,76.19,43.10%,Full,01/18/2023,04/22/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,acyclovir 5% ointment 15g,51672-1310-03,taro pharmaceuticals u.s.a;inc,45.13,47.99,106.30%,Full,01/18/2023,04/22/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR51672,adplne/bzl prx .1%/2.5% gel 45g pmp,51672-1364-03,taro pharmaceuticals u.s.a;inc,97.91,138.52,141.50%,Full,01/18/2023,04/22/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR53746,memantine hcl 10 mg tablet,53746-0169-60,amneal pharmaceuticals llc,137.35,3.58,2.60%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR53746,memantine hcl 10 mg tablet,53746-0169-60,amneal pharmaceuticals llc,137.35,1.79,1.30%,Full,01/19/2023,3/13/2023,NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR55111,Omeprazole And Sodium,05511-1196-90,dr. reddy's laboratories; inc.,37.58,1.28,3.40%,Full,01/18/2023,04/27/2023,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60219,sildenafil 50 mg tablet - 30,60219-1752-03,amneal pharmaceuticals llc,1166.41,1.06,0.10%,Full,01/18/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,sotalol hci tab af 120mg 100 btl,60505-0223-01,apotex corp.,29.66,6.45,21.70%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,paroxetine hci fct 20mg 30 btl usa,60505-0083-01,apotex corp.,6.79,0.42,6.20%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,paroxetine hci fct 10mg 1000 btl usa,60505-0097-04,apotex corp.,61.86,11.4,18.40%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,mirtazapine fct 30mg 1000 btl usa,60505-0248-08,apotex corp.,356.25,37.5,10.50%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,tizanidine cap 6mg 150 btl usa,60505-2650-07,apotex corp.,487.67,11.6,2.40%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,celecoxib cap 100mg 100 btl usa,60505-3848-01,apotex corp.,351.27,3,0.90%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR60505,memantine hci er cap 7mg 30 btl usa,60505-6208-03,apotex corp.,1016.62,11.46,1.10%,Full,01/18/2023,03/08/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR62175,omeprazole 20mg 1000cap us,62175-0118-43,lannett,95.04,6,6.30%,Full,01/18/2023,08-Mar-23,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR62175,montelukast sod chew 5mg 1000tab us,62175-0205-43,lannett,5594.7,78.56,1.40%,Full,01/18/2023,08-Mar-23,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR62175,atorvastatin calcium 40mg 90tab us,62175-0892-46,lannett,55.27,1.35,2.40%,Full,01/18/2023,08-Mar-23,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,warfarin sodium 2.5 mg tablet,65162-0763-10,amneal pharmaceuticals llc,33.54,3.59,10.70%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,warfarin sodium 5 mg tablet,65162-0766-11,amneal pharmaceuticals llc,329.69,35.98,10.90%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,warfarin sodium 7.5 mg tablet,65162-0768-10,amneal pharmaceuticals llc,50,3.14,6.30%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,temozolomide 100 mg capsule,65162-0803-14,amneal pharmaceuticals llc,1250.95,34.59,2.80%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,temozolomide 180 mg capsule,65162-0805-14,amneal pharmaceuticals llc,4113.75,79.86,1.90%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,oxybutynin cl er 15 mg tablet,65162-0373-10,amneal pharmaceuticals llc,90,4.39,4.90%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,diclofenac 1.5% topical soln,65162-0911-74,amneal pharmaceuticals llc,90,15.27,17.00%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,pantoprazole sod dr 40 mg tab,65162-0637-09,amneal pharmaceuticals llc,9.25,2.15,23.20%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,taysofy 1 mg-20 mcg capsule,65162-0558-15,amneal pharmaceuticals llc,197,92.98,47.20%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR65162,progesterone 100 mg capsule,65162-0807-10,amneal pharmaceuticals llc,204.65,7.97,3.90%,Full,01/19/2023,3/23/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR68180,clobetasol propionate cream 0.05% x 30g,68180-9560-02,lupin pharmaceuticals; inc.,158.55,1.15,0.70%,Full,01/18/2023,05/25/2023,Direct+Name,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR68462,fluconazole tab 100mg 30,68462-0269-30,glenmark pharmaceuticals inc.; usa,93.13,2.7,2.90%,Full,01/19/2023,04/25/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR68462,atomoxetine cap 60mg 30,68462-0102-30,glenmark pharmaceuticals inc.; usa,50.18,4.99,9.90%,Full,01/19/2023,04/25/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR68462,tacrolimus cap 1mg 100,68462-0686-01,glenmark pharmaceuticals inc.; usa,426,21.55,5.10%,Full,01/19/2023,04/25/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR69238,doxycycline hyclate 100 mg cap,69238-1100-02,amneal pharmaceuticals llc,10.07,4.14,41.10%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR69238,lillow-28 tablet - 28,69238-1554-06,amneal pharmaceuticals llc,5.49,1.39,25.30%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR69238,chlorpromazine 50 mg tablet,69238-1058-01,amneal pharmaceuticals llc,158.86,17.26,10.90%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR69292,propranolol tablets 40 mg 100,69292-0534-01,amici pharmaceuticals; llc,72.57,5.2,7.20%,Full,01/19/2023,03/03/2023,Direct+NDC,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVR70436,credit as agreed,70436-0102-09,slate run pharmaceuticals llc,2259.23,15,0.70%,Full,01/19/2023,07/31/2024,Direct+Qty,HIGH,Mark's Pharmacy,MATCHED
DEL0123CVS13668,clobetasolpropcreamusp;0.05%;60g;us,13668-0569-05,torrent pharma inc.,271.07,4.07,1.50%,Full,01/17/2023,04/24/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVS63402,returns - dating,63402-0304-30,sunovion pharmaceuticals inc,1163.57,42.56,3.70%,Partial,01/17/2023,4/27/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVS68462,lidocaine oint tube 5% 35.44gm,68462-0455-94,glenmark pharmaceuticals inc.; usa,184.57,35.03,19.00%,Full,01/17/2023,04/25/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVS68462,ciclopirox gel 0.77% 100gm,68462-0418-20,glenmark pharmaceuticals inc.; usa,91.9,11.97,13.00%,Full,01/17/2023,04/25/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVS68462,zolmitriptan odt 5mg 3ud,68462-0500-33,glenmark pharmaceuticals inc.; usa,23.76,2.36,9.90%,Full,01/17/2023,04/25/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVS68682,credit as agreed,68682-0357-10,bausch health us llc,2799.68,2799.68,100.00%,Full,01/17/2023,5/31/2023,Direct+NDC,HIGH,Best Rx Pharmacy,MATCHED
DEL0123CVU00023,pricing error,00023-9163-60,abbvie us llc,494.31,421.64,85.30%,Full,01/20/2023,07/18/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU00074,Synthroid,00074-4341-90,abbvie us llc spd,103.12,1.35,1.30%,Full,01/20/2023,4/27/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU00074,Synthroid,00074-4552-90,abbvie us llc spd,103.07,1.35,1.30%,Partial,01/20/2023,4/27/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU00115,cyclobenzaprine hci er cp 15mg,00115-1436-13,amneal pharmaceuticals llc,1769,57.83,3.30%,Full,01/20/2023,3/13/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVX00185,bupropion hcl er usp 200mg 60tb bt,00185-1111-60,sandoz,95.19,9.64,10.10%,Full,01/25/2023,03/06/2023,Direct+NDC,HIGH,The Palms Pharmacy,MATCHED
DEL0123CVU00186,delivery charge,00186-5040-54,astrazeneca,752.79,797.93,106.00%,Partial,01/20/2023,4/27/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU29300,clonidine hcl tablets; 0.2 mg 100 ct,29300-0136-01,unichem pharmaceuticals (usa); inc.,9.03,0.58,6.40%,Full,01/20/2023,05/30/2023,Direct+Name,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU31722,authorized return,31722-0565-01,camber pharmaceuticals inc,27.41,2.16,7.90%,Full,02/02/2023,4/27/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU55111,Ziprasidone Hydrochloride,05511-1258-60,dr. reddy's laboratories; inc.,95.13,2.98,3.10%,Full,01/20/2023,4/27/2023,Direct+Qty,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU60505,bupropion hci fct usp 75mg 100 btl usa,60505-0158-01,apotex corp.,52.84,5.35,10.10%,Full,01/19/2023,03/02/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU60505,azelastine hcl n/spry 137mcg 30ml usa,60505-0833-05,apotex corp.,33.58,2.18,6.50%,Full,01/19/2023,03/02/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU60505,mometasone fur n/spry 50mcg 120 ms usa,60505-0830-01,apotex corp.,184.5,12,6.50%,Full,01/19/2023,03/02/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
DEL0123CVU65162,yuvafem 10 mcg vaginal insert,65162-0226-21,amneal pharmaceuticals llc,155.18,27.93,18.00%,Full,01/19/2023,3/13/2023,Direct+NDC,HIGH,CureMed Pharmacy,MATCHED
