debit_memo,product,ndc,manufacturer,ask_price,received_price,Percentage Returned,Full/partial,Ask Date,Receive Date,Method,Confidence,Pharmacy Name,Status
DEL0324CZF68462,Nystatin And Triamcinolon,68462-0314-17,Glenmark Pharmaceuticals Inc.; USA,45.15,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF68682,Diltiazem Hydrochloride,68682-0993-98,OCEANSIDE PHARMACEUTICALS,66.22,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69292,Haloperidol,69292-0588-01,Amici Pharmaceuticals; LLC,141.79,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Imipramine Hydrochloride,69315-0135-01,Leading Pharma; LLC,12.03,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Imipramine Hydrochloride,69315-0135-01,Leading Pharma; LLC,12.03,,,Partial,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Benztropine Mesylate,69315-0138-01,Leading Pharma; LLC,12.95,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Benztropine Mesylate,69315-0138-01,Leading Pharma; LLC,12.95,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Benztropine Mesylate,69315-0138-01,Leading Pharma; LLC,12.95,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Ciprofloxacin,69315-0308-02,Leading Pharma; LLC,43.99,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Benztropine Mesylate,69315-0138-01,Leading Pharma; LLC,12.95,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69315,Ciprofloxacin,69315-0308-05,Leading Pharma; LLC,10.2,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69452,Calcitriol,69452-0207-13,BIONPHARMA INC.,37.84,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69452,Calcitriol,69452-0207-13,BIONPHARMA INC.,37.84,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF69584,Sotalol Hydrochloride,69584-0841-10,Oxford Pharmaceuticals; LLC,69,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70010,Potassium Chloride,70010-0072-44,Granules Pharmaceuticals Inc.,729,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70700,Loryna,70700-0114-85,Xiromed; LLC.,44,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70710,Tizanidine Hydrochloride,70710-1112-08,Zydus Pharmaceuticals (USA) Inc.,124.19,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70748,Sildenafil,70748-0132-06,Lupin Pharmaceuticals; Inc.,3010,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70954,Bisoprolol Fumarate,70954-0456-10,Novitium Pharma LLC,37.31,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF70954,Bisoprolol Fumarate,70954-0456-10,Novitium Pharma LLC,37.31,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF72578,Betamethasone Dipropion,72578-0093-01,Viona Pharmaceuticals Inc,94,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0324CZF72578,Betamethasone Dipropion,72578-0093-01,Viona Pharmaceuticals Inc,94,,,Full,03/29/2024,,,,MONTGOMERY PHARMACY INC,UNMATCHED
DEL0325DBN00169,Ozempic,00169-4130-13,Novo Nordisk,284.22,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN27241,Tadalafil,27241-0113-03,Ajanta Pharma USA Inc.,1747.37,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN59762,Sucralfate,59762-0401-01,Greenstone LLC,25.74,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN60505,Pravastatin Sodium,60505-0170-09,Apotex Corp.,12.42,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN60505,Pravastatin Sodium,60505-0169-09,Apotex Corp.,9.23,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN62135,Doxycycline Hyclate,62135-0985-50,Chartwell RX LLC,9.42,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN65862,Ondansetron Hydrochlorid,65862-0187-30,Aurobindo Pharma Limited,13.55,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0325DBN65862,Ondansetron,65862-0391-10,Aurobindo Pharma Limited,11.17,,,Full,03/11/2025,,,,Texas Road Pharmacy,UNMATCHED
DEL0326DCC43547,Doxycycline Hyclate,43547-0325-06,Solco Healthcare US LLC,1395.59,,,Full,03/05/2026,,,,GlenVista Pharmacy,UNMATCHED
DEL0520BNO47781,Butalbital; Acetaminoph,47781-0625-01,Alvogen Inc.,156.2,,,Full,05/18/2020,,,,Vistacare Pharmacy,UNMATCHED
DEL0520BNO68682,Fluocinonide,68682-0992-10,Oceanside Pharmaceuticals,524,,,Full,05/18/2020,,,,Vistacare Pharmacy,UNMATCHED
DEL0520BNN00093,Glimepiride,00093-7256-52,Teva Pharmaceuticals USA; Inc.,66.52,,,Full,05/08/2020,,,,Bravo Pharmacy,UNMATCHED
DEL0520BOJ00378,Trifluoperazine Hydroch,00378-2405-01,Mylan Pharmaceuticals Inc.,107.93,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ00378,Estradiol,00378-4642-26,Mylan Pharmaceuticals Inc.,65.7,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ00527,Pilocarpine Hydrochlori,00527-1313-01,Lannett Company; Inc.,122.48,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ00713,Mometasone Furoate,00713-0701-53,Cosette Pharmaceuticals; Inc.,14.32,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ00781,Trifluoperazine Hydroch,00781-8028-01,Sandoz Inc,87.45,,,Partial,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ00781,Triamterene And Hydro,00781-2074-01,Sandoz Inc,20.58,,,Partial,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ10370,Memantine Hydrochlori,10370-0347-11,Par Pharmaceutical; Inc.,458.38,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ13668,Esomeprazole Magnesi,13668-0155-90,Torrent Pharmaceuticals Limited,298.98,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ16714,Esomeprazole Magnesi,16714-0736-01,NorthStar Rx LLC,12.66,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ16729,Pravastatin Sodium,16729-0008-15,Accord Healthcare Inc.,8.64,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ23155,Glyburide,23155-0057-01,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceu,23.4,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ27241,Omeprazole And Sodiu,27241-0032-03,Ajanta Pharma Limited,198.85,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ43547,Lisinopril,43547-0352-11,Solco healthcare U.S.; LLC,57,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ50111,Hydralazine Hydrochlori,50111-0398-01,Teva Pharmaceuticals USA; Inc.,9.73,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ50111,Hydralazine Hydrochlori,50111-0398-01,Teva Pharmaceuticals USA; Inc.,9.73,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ50383,Lidocaine And Prilocain,50383-0667-30,Hi-Tech Pharmacal Co.; Inc.,40.38,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ51248,Vesicare,51248-0151-03,Astellas Pharma US; Inc.,998.95,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ51672,Oxiconazole Nitrate,51672-1359-03,Taro Pharmaceuticals U.S.A.; Inc.,499,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ52565,Triamcinolone Acetonid,52565-0010-59,Teligent Pharma; Inc.,29,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ55111,Lansoprazole,55111-0398-30,Dr.Reddy's Laboratories Ltd.,12.82,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ59746,Prednisone,59746-0173-10,JUBILANT CADISTA PHARMACEUTICALS INC.,111.98,,,Partial,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ67877,Finasteride,67877-0455-90,Ascend Laboratories; LLC,24.37,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ68180,Lovastatin,68180-0467-03,Lupin Pharmaceuticals; Inc.,189.16,,,Partial,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ68180,Lisinopril And Hydrochlo,68180-0520-02,Lupin Pharmaceuticals; Inc.,15.47,,,Partial,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOJ69292,Labetalol Hydrochloride,69292-0503-10,AMICI PHARMACEUTICALS LLC,94.89,,,Full,05/08/2020,,,,Dania Discount Drugs,UNMATCHED
DEL0520BOQ00004,Tamiflu,00004-0822-05,Genentech; Inc.,147.4,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00004,Tamiflu,00004-0822-05,Genentech; Inc.,147.4,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00065,Cipro,00065-8531-10,Alcon Laboratories; Inc.,289.2,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00168,Triamcinolone Acetonid,00168-0006-15,E. Fougera & Co. a division of Fougera Pharmaceuti,2.84,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00169,Novolog Mix 70/30,00169-3685-12,Novo Nordisk,277.4,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00173,Incruse Ellipta,00173-0873-10,GlaxoSmithKline LLC,314.51,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00186,Pulmicort Respules,00186-1988-04,AstraZeneca Pharmaceuticals LP,253.5,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00310,Bevespi Aerosphere,00310-4600-12,AstraZeneca Pharmaceuticals LP,344.24,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00378,Fluvoxamine Maleate,00378-0407-01,Mylan Pharmaceuticals Inc.,47.5,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00555,Estradiol,00555-0887-02,Teva Pharmaceuticals USA; Inc.,38.32,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00591,Verapamil Hydrochlorid,00591-0343-01,Actavis Pharma; Inc.,4.89,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00781,Azithromycin,00781-5776-31,Sandoz Inc,16.6,,,Partial,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ00781,Drospirenone/ethinyl Es,00781-4075-15,Sandoz Inc,369.87,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ13668,Pramipexole Dihydrochl,13668-0095-90,Torrent Pharmaceuticals Limited,16.15,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ16729,Ropinirole,16729-0233-01,Accord Healthcare Inc.,18.4,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ27241,Risperidone,27241-0001-06,Ajanta Pharma Limited,6.14,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ43547,Donepezil Hydrochlorid,43547-0276-03,Solco Healthcare US; LLC,2.62,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ45802,Triamcinolone Acetonid,45802-0063-36,Perrigo New York Inc,7.78,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ55111,Ropinirole,55111-0659-30,Dr. Reddys Laboratories Limited,61.36,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ59310,Qvar Redihaler,59310-0304-80,Teva Respiratory; LLC,217.59,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ59746,Methylprednisolone,59746-0001-06,JUBILANT CADISTA PHARMACEUTICALS INC.,125.37,,,Partial,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ62037,Cartia,62037-0598-90,Actavis Pharma; Inc.,46.88,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ64980,Timolol Maleate,64980-0513-05,Rising Pharmaceuticals; Inc.,2.47,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ64980,Bethanechol Chloride,64980-0160-01,Rising Pharmaceuticals; Inc.,74.58,,,Partial,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ64980,Probenecid And Colchic,64980-0149-01,Rising Pharmaceuticals; Inc.,76.62,,,Partial,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ65628,Firvanq,65628-0206-05,CutisPharma; Inc.,114.04,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ65862,Glyburide And Metformi,65862-0082-01,Aurobindo Pharma Limited,8.5,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ67877,Olmesartan Medoxomil,67877-0445-30,Ascend Laboratories; LLC,3.34,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ68180,Blisovi Fe 1.5/30,68180-0866-13,Lupin Pharmaceuticals; Inc.,75.76,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ68382,Risperidone,68382-0117-14,Zydus Pharmaceuticals (USA) Inc.,21.31,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ68546,Copaxone,68546-0325-12,Teva Neuroscience; Inc.,5659.92,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BOQ68682,Enalapril Maleate,68682-0713-01,OCEANSIDE PHARMACEUTICALS,78.82,,,Full,05/08/2020,,,,Prime Care Pharmacy,UNMATCHED
DEL0520BPD00093,Risedronate Sodium,00093-3100-56,Teva Pharmaceuticals USA; Inc.,1329.82,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD00093,Venlafaxine Hydrochlori,00093-7382-01,Teva Pharmaceuticals USA; Inc.,33.35,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD00093,Minocycline Hydrochlori,00093-2134-56,Teva Pharmaceuticals USA; Inc.,724.26,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD00093,Risedronate Sodium,00093-3098-29,Teva Pharmaceuticals USA; Inc.,531.93,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD00093,Celecoxib,00093-7166-01,Teva Pharmaceuticals USA; Inc.,177.18,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD31722,Tolterodine Tartrate,31722-0608-30,Camber Pharmaceuticals; Inc.,53.09,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD51862,Amethia Lo,51862-0045-91,Mayne Pharma Inc.,429.68,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD53746,Naproxen Sodium,53746-0194-05,Amneal Pharmaceuticals of New York LLC,1354.82,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPD65162,Raloxifene Hydrochlorid,65162-0057-11,Amneal Pharmaceuticals LLC,1272.66,,,Full,05/14/2020,,,,Central Pharmacy-Owosso; LLC,UNMATCHED
DEL0520BPC43547,Pioglitazone,43547-0427-03,Solco Healthcare LLC,273,,,Full,05/01/2020,,,,Vistacare Pharmacy II,UNMATCHED
DEL0520BPC47781,Butalbital; Acetaminoph,47781-0625-01,Alvogen Inc.,156.2,,,Full,05/13/2020,,,,Vistacare Pharmacy II,UNMATCHED
DEL0520BPE00054,Methotrexate Sodium,00054-4550-25,West-Ward Pharmaceuticals Corp.,210.98,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00054,Methotrexate Sodium,00054-4550-25,West-Ward Pharmaceuticals Corp.,210.98,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00093,Sucralfate,00093-2210-05,Teva Pharmaceuticals USA; Inc.,99.73,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00093,Amoxicillin And Clavula,00093-2275-34,Teva Pharmaceuticals USA; Inc.,32.07,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00143,Amoxicillin,00143-9889-01,West-Ward Pharmaceuticals Corp,2.8,,,Full,05/28/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00143,Amoxicillin,00143-9889-01,West-Ward Pharmaceuticals Corp,2.8,,,Full,05/28/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00143,Progesterone,00143-9725-01,West-Ward Pharmaceuticals Corp,28.82,,,Full,05/28/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00228,Clonidine Hydrochloride,00228-2127-50,Actavis Pharma; Inc.,11.72,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00527,Ursodiol,00527-1326-01,Lannett Company; Inc.,420.69,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Hydrochlorothiazide,00591-0347-05,Actavis Pharma; Inc.,30.86,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Glipizide,00591-0460-05,Actavis Pharma; Inc.,20.49,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Minocycline Hydrochlori,00591-5694-01,Actavis Pharma; Inc.,25.18,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00591,Cyclobenzaprine Hydro,00591-5658-10,Actavis Pharma; Inc.,64.09,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00603,Propranolol Hydrochlori,00603-5486-21,Par Pharmaceutical,38.06,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00603,Propranolol Hydrochlori,00603-5486-21,Par Pharmaceutical,38.06,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE00781,Amoxicillin,00781-2613-05,Sandoz Inc,79.09,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE10370,Diltiazem Hydrochloride,10370-0831-05,Par Pharmaceutical; Inc.,344.65,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13107,Glycopyrrolate,13107-0014-01,Aurolife Pharma; LLC,84.07,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13107,Glycopyrrolate,13107-0014-01,Aurolife Pharma; LLC,84.07,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0011-05,Torrent Pharmaceuticals Limited,17.12,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0011-05,Torrent Pharmaceuticals Limited,17.12,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Carbamazepine,13668-0268-05,Torrent Pharmaceuticals Limited,314.39,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0009-05,Torrent Pharmaceuticals Limited,19.55,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Sildenafil Citrate,13668-0188-01,Torrent Pharmaceuticals Limited,269.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Carbamazepine,13668-0271-01,Torrent Pharmaceuticals Limited,43.83,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0009-01,Torrent Pharmaceuticals Limited,42.4,,,Partial,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Losartan Potassium,13668-0115-30,Torrent Pharmaceuticals Limited,7.41,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Losartan Potassium An,13668-0116-90,Torrent Pharmaceuticals Limited,17.96,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Esomeprazole Magnesi,13668-0155-90,Torrent Pharmaceuticals Limited,298.98,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE13668,Citalopram Hydrobromi,13668-0010-05,Torrent Pharmaceuticals Limited,14.5,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16252,Ciprofloxacin,16252-0516-05,Actavis Pharma; Inc.,85.13,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16571,Diclofenac Sodium,16571-0201-11,Rising Pharmaceuticals; Inc.,468.35,,,Full,05/07/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0184-17,Accord Healthcare Inc.,31.59,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Glipizide,16729-0139-16,Accord Healthcare Inc.,25.23,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Rosuvastatin Calcium,16729-0286-15,Accord Healthcare Inc.,9.75,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Buspirone Hydrochlorid,16729-0200-16,Accord Healthcare Inc.,13.73,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Buspirone Hydrochlorid,16729-0200-16,Accord Healthcare Inc.,13.73,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Buspirone Hydrochlorid,16729-0202-16,Accord Healthcare Inc.,20.87,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Glipizide,16729-0140-16,Accord Healthcare Inc.,28.98,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Rosuvastatin Calcium,16729-0286-15,Accord Healthcare Inc.,9.75,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Quetiapine,16729-0148-17,Accord Healthcare Inc.,571.05,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Hydrochlorothiazide,16729-0183-17,Accord Healthcare Inc.,18.81,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
DEL0520BPE16729,Buspirone Hydrochlorid,16729-0202-16,Accord Healthcare Inc.,20.87,,,Full,05/06/2020,,,,Colonia Pharmacy,UNMATCHED
